Temperature,Pressure
17.013826854056035,1009.5243708688834
23.629734450954516,999.4776565807573
24.874463151039617,985.630742824182
18.186905829514956,1012.2310367698252
21.6576933019926,985.6636423921444
20.020062251853677,993.759581005018
18.532971956183182,981.8694758147502
22.322039832852038,978.4000583015354
17.77990592863678,992.271767798706
22.26464712717427,967.2038867021085
25.088842680425202,1007.9766455084559
13.752256137174355,1019.6545776276495
19.138379749083164,979.9775191007479
19.048090321661988,1015.1386988342905
18.645721462899818,1010.6383017060163
26.765189898200966,1007.7878667527311
14.139702151385682,956.8188538372485
15.333943983403435,1017.8656801936727
24.71132383982877,1023.3030150226483
22.876300852323382,976.8420747128873
25.535603424080936,987.6738623800233
16.790860169655254,976.841493563478
27.112903961673233,980.1701941225322
24.52892626239697,983.3160031525631
11.750880823249823,1011.9328183417871
24.20381378863314,1022.5801024734404
21.4438842437343,986.8892690546876
11.840814252378904,992.0548533858461
22.28349719413486,995.1129056676713
22.549467886806173,1002.0713341175605
23.095591287164595,972.3617787039299
29.639832194842327,1008.5847068684096
21.68512499833239,1018.386583289032
25.857191831093942,971.6879689573356
18.183040786791047,996.1802991995361
22.273768413559935,995.1556511384283
17.269628624789306,1003.1393228921279
11.887607754422934,991.9707381502662
21.523544650669585,979.2681920311987
24.56160956517481,1015.5760068577043
18.327123457974526,1007.0555800734292
23.764110883875396,993.3111853559255
22.057016553860397,1033.3056654651773
20.00013949056346,991.9904035733465
7.346536009056255,973.970215960986
23.242638012501743,975.7486901237895
20.206464344507825,958.9802431830813
16.34851970748374,973.2294654612931
22.18639549156672,1012.2590657097238
16.712676161620667,990.2693384111648
29.146856860729343,1020.6771181327463
24.02942268471096,1015.8863346624696
21.02107759668237,948.8865233675424
25.19497806288796,971.8536356588359
22.202621785578327,1022.8559419141758
17.404260292730587,1009.173217462753
17.06509447232201,1036.6721298580778
14.55549149493843,1030.6553053944735
26.716721407485664,1016.1208692982001
10.475690540233586,1009.0738505237395
20.623868959319125,972.4345925712827
24.480388953860874,1018.3893176187951
18.209404376193238,1048.2955605607297
14.223487141810335,1001.0478534462811
20.574791412900282,979.9557092641891
17.37646666879675,987.2894166930474
26.589576859388266,984.7682179393
24.371841091344724,979.4311546639398
17.7986428169255,1028.9323318070165
11.565842781786001,1002.621377328681
26.389797314187863,996.853899827605
11.926907547825659,1012.9798088564064
21.402718113855347,987.3002945743867
22.47743283251503,1001.2352376337295
27.45795001534449,1013.2751811894987
20.021752002251084,992.4992494530438
9.03900919377733,993.5564210001235
25.196536910196585,997.1657893014485
22.78248465707525,996.0464274941013
22.016331295718928,1006.4268387430519
20.319766599700998,993.7720137147586
17.822652916370817,998.0565218547765
12.151439523228929,1017.9458070118221
15.927448408377629,960.9561308639264
18.030652454819098,1022.4469434790485
16.200152990187938,982.2653626377082
18.22128481782873,1007.5408340031894
23.89994506073937,994.7765643856883
21.180012689299136,1009.9408342462367
21.729830117757558,985.6867804320026
22.081997558923014,971.0432857156429
24.287910425368583,1025.0528334955804
20.996467179755303,1002.7050319308422
11.55408449800402,988.9672004113593
25.226304617392657,983.3073064013962
15.135843588590784,1014.3208284242949
18.678778029528623,1039.0763162477176
13.463812624414047,1012.5324464808982
18.195030993484284,1017.2956208465804
27.167470091622818,1006.3103591686772
